SJ_number,Species,sub_species,race,Kris_clade,cluster,my_clades,sample_type,lat,long,location,Drainage,City/road,County,State,temp_number,sample_number,field_number,Date_collected,Date extracted,Cytb_amp,ddRAD,ddRAD plate,filtered_out_95,Collector,University,Qubit_con_1(ng/ml),Fancy_number,Loan_number,strange_topology
CR08,C_venusta,venusta,Western_Gulf,West_tx,na,na,tissue,30.4973,-99.4022,James_River,Colorado,James River at James River Rd (most upstream crossing 10m above and below),Kimble,TX,21CVCR08,TNHC-FT_55,TNHC#47589,11/10/2011,5/15/2021,na,not_sent,na,na,"Hendrickson, Dean; Cohen, Adam; Labay, Benjamin L.; Harrison, Jeremy",TNHC,na,C_ven_1203,2021-04,na
CR09,C_venusta,venusta,Western_Gulf,West_tx,na,na,tissue,30.4973,-99.4022,James_River,Colorado,James River at James River Rd (most upstream crossing 10m above and below),Kimble,TX,21CVCR09,TNHC-FT_56,TNHC#47589,11/10/2011,5/15/2021,na,not_sent,na,na,"Hendrickson, Dean; Cohen, Adam; Labay, Benjamin L.; Harrison, Jeremy",TNHC,na,C_ven_1204,2021-04,na
CR10,C_venusta,venusta,Western_Gulf,West_tx,na,na,tissue,30.4973,-99.4022,James_River,Colorado,James River at James River Rd (most upstream crossing 10m above and below),Kimble,TX,21CVCR10,TNHC-FT_57,TNHC#47589,11/10/2011,5/15/2021,na,not_sent,na,na,"Hendrickson, Dean; Cohen, Adam; Labay, Benjamin L.; Harrison, Jeremy",TNHC,na,C_ven_1205,2021-04,na
CR11,C_venusta,venusta,Western_Gulf,West_tx,na,na,tissue,30.5828,-99.3197,James_River,Colorado,James River at Ziegler property with 50m reach,Mason,TX,21CVCR11,TNHC-FT_126,TNHC#47880,2/20/2011,5/15/2021,na,not_sent,na,na,"Hendrickson, Dean; Cohen, Adam; Labay, Benjamin L.; Harrison, Jeremy",TNHC,na,C_ven_1206,2021-04,na
CR12,C_venusta,venusta,Western_Gulf,West_tx,na,na,tissue,30.5828,-99.3197,James_River,Colorado,James River at Ziegler property with 50m reach,Mason,TX,21CVCR12,TNHC-FT_127,TNHC#47880,2/20/2011,5/15/2021,na,not_sent,na,na,"Hendrickson, Dean; Cohen, Adam; Labay, Benjamin L.; Harrison, Jeremy",TNHC,na,C_ven_1207,2021-04,na
CS_01,C_spiloptera,na,na,na,na,na,tissue,41.72722,-86.26722,Juday_Creek,St_Joseph,mouth of Juday Creek,St._Joseph,IN,21OG09,FMNH_131133,na,9/23/2005,8/18/2021,na,not_sent,na,na,"P. W. Willink, F. M. Veraldi, T. G. Anton, M. McLaurin",FMNH,na,OG_115,Z-52937,na
CS_02,C_spiloptera,na,na,na,na,na,tissue,42.56694,-88.20139,Bassett_Creek,Fox_River,Bassett Creek where it crosses County highway W just west of where it empties in,Kenosha,WI,21OG10,FMNH_129163,na,8/26/2016,8/18/2021,na,not_sent,na,na,K. A. Swagel,FMNH,na,OG_116,Z-52937,na
CS_03,C_spiloptera,na,na,na,na,na,tissue,41.17889,-87.63222,Trim_Creek,Kankakee_River,"Trim Creek, downstream from confluence of Trim and Pike Creeks, at road 4000 N",Kankakee,IL,21OG11,FMNH_118328,na,6/15/2003,8/18/2021,na,not_sent,na,na,"N. J. Parchen, J. B. Ladonski, J. L. Ladonski, P. W. Willink",FMNH,na,OG_117,Z-52937,na
CS_04,C_spiloptera,na,na,na,na,na,tissue,41.38056,-88.24444,Kankakee_River,Kankakee_River,"Kankakee River, from confluence with Des Plaines River to form Illinois River",Grundy/Will,IL,21OG12,FMNH_118327.1,na,6/10/2003,8/18/2021,na,not_sent,na,na,"F. M. Veraldi, R. Steinberg, M. McLaurin, P. W. Willink",FMNH,na,OG_118,Z-52937,na
CS_05,C_spiloptera,na,na,na,na,na,tissue,41.38056,-88.24444,Kankakee_River,Kankakee_River,"Kankakee River, from confluence with Des Plaines River to form Illinois River",Grundy/Will,IL,21OG13,FMNH_118327.2,na,6/10/2003,8/18/2021,na,not_sent,na,na,"F. M. Veraldi, R. Steinberg, M. McLaurin, P. W. Willink",FMNH,na,OG_119,Z-52937,na
CW_02,C_whipplei,na,na,na,na,na,tissue,na,na,Point_Rock_River,Tennessee_River,Point Rock River at State Rte. 645 approx. 2.5km N of Trenton,Jackson,AL,210G14,YFTC032295,DJM18-42,5/9/2018,8/18/2021,na,not_sent,na,na,"MacGuigan, D.J.; Kim, D.; Parker, C.E.",Yale,na,OG_120,VZ_2821,na
CW_03,C_whipplei,na,na,na,na,na,tissue,na,na,Ouachita_river,Ouachita,Ouachita river at AR 270 and Rock Shoals Float Camp. ~11 km WNW Mt Ida,Montgomery,AR,21OG15,YFTC019419,BPK_10-30,10/12/2010,8/18/2021,na,not_sent,na,na,"Bossu, C.M.; Keck, B.P.",Yale,na,OG_121,VZ_2821,na
CW_04,C_whipplei,na,na,na,na,na,tissue,na,na,Saline_river,Arkansas_River,"Saline River at Narrows Road, ~1 km N Nance",Saline,AR,21OG16,YFTC019408,BPK_10-29,10/11/2010,8/18/2021,na,not_sent,na,na,"Bossu, C.M.; Keck, B.P.",Yale,na,OG_122,VZ_2821,na
NU06,C_venusta,venusta,Western_Gulf,West_tx,na,na,tissue,29.61764,-100.0089,Nueces_river,Nueces,"Nueces River at state HWY 55 crossing, south of Campwood",Uvalde,TX,21CVNU06,TCWC20320.07A,na,7/18/2021,11/12/2021,,,,,K.W. Conway and K. Keith,TXAM,,C_ven_1208,na,
NU07,C_venusta,venusta,Western_Gulf,West_tx,na,na,tissue,29.61764,-100.0089,Nueces_river,Nueces,"Nueces River at state HWY 55 crossing, south of Campwood",Uvalde,TX,21CVNU07,TCWC20320.07B,na,7/18/2021,11/12/2021,,,,,K.W. Conway and K. Keith,TXAM,,C_ven_1209,na,
NU08,C_venusta,venusta,Western_Gulf,West_tx,na,na,tissue,29.61764,-100.0089,Nueces_river,Nueces,"Nueces River at state HWY 55 crossing, south of Campwood",Uvalde,TX,21CVNU08,TCWC20320.07C,na,7/18/2021,11/12/2021,,,,,K.W. Conway and K. Keith,TXAM,,C_ven_1210,na,
NU09,C_venusta,venusta,Western_Gulf,West_tx,na,na,tissue,29.61764,-100.0089,Nueces_river,Nueces,"Nueces River at state HWY 55 crossing, south of Campwood",Uvalde,TX,21CVNU09,TCWC20320.07D,na,7/18/2021,11/12/2021,,,,,K.W. Conway and K. Keith,TXAM,,C_ven_1211,na,
SA01,C_venusta,venusta,Western_Gulf,West_tx,na,na,tissue,29.74434,-99.55408,Sabinal_river,Frio,"Sabinal River, Ranch Road 337 crossing, Vanderpool",Bandera,TX,21CVSA01,TCWC20319.06A,na,7/17/2021,11/12/2021,,,,,K.W. Conway and K. Keith,TXAM,,C_ven_1212,na,
SA02,C_venusta,venusta,Western_Gulf,West_tx,na,na,tissue,29.74434,-99.55408,Sabinal_river,Frio,"Sabinal River, Ranch Road 337 crossing, Vanderpool",Bandera,TX,21CVSA02,TCWC20319.06B,na,7/17/2021,11/12/2021,,,,,K.W. Conway and K. Keith,TXAM,,C_ven_1213,na,
PC01,C_venusta,cercostigma,Eastern_Gulf,Pearl_Pascagoula,na,na,tissue,30.520024,-88.681494,Pascagoula_river,Pascagoula,Pascagoula River at the Barge Landing Boat Ramp off Bobs Lake Road in Vancleave,Jackson,MS,21CVPC01,na,na,11/5/2021,,,,,,"K.R. Piller, T. Dodson, B. Maldonado, S.J. Johnson",SELU,,C_ven_1214,na,
PC02,C_venusta,cercostigma,Eastern_Gulf,Pearl_Pascagoula,na,na,tissue,30.520024,-88.681494,Pascagoula_river,Pascagoula,Pascagoula River at the Barge Landing Boat Ramp off Bobs Lake Road in Vancleave,Jackson,MS,21CVPC02,na,na,11/5/2021,,,,,,"K.R. Piller, T. Dodson, B. Maldonado, S.J. Johnson",SELU,,C_ven_1215,na,
PC03,C_venusta,cercostigma,Eastern_Gulf,Pearl_Pascagoula,na,na,tissue,30.520024,-88.681494,Pascagoula_river,Pascagoula,Pascagoula River at the Barge Landing Boat Ramp off Bobs Lake Road in Vancleave,Jackson,MS,21CVPC03,na,na,11/5/2021,,,,,,"K.R. Piller, T. Dodson, B. Maldonado, S.J. Johnson",SELU,,C_ven_1216,na,
PC04,C_venusta,cercostigma,Eastern_Gulf,Pearl_Pascagoula,na,na,tissue,30.520024,-88.681494,Pascagoula_river,Pascagoula,Pascagoula River at the Barge Landing Boat Ramp off Bobs Lake Road in Vancleave,Jackson,MS,21CVPC04,na,na,11/5/2021,,,,,,"K.R. Piller, T. Dodson, B. Maldonado, S.J. Johnson",SELU,,C_ven_1217,na,
PC05,C_venusta,cercostigma,Eastern_Gulf,Pearl_Pascagoula,na,na,tissue,30.520024,-88.681494,Pascagoula_river,Pascagoula,Pascagoula River at the Barge Landing Boat Ramp off Bobs Lake Road in Vancleave,Jackson,MS,21CVPC05,na,na,11/5/2021,,,,,,"K.R. Piller, T. Dodson, B. Maldonado, S.J. Johnson",SELU,,C_ven_1218,na,
PC06,C_venusta,cercostigma,Eastern_Gulf,Pearl_Pascagoula,na,na,tissue,30.520024,-88.681494,Pascagoula_river,Pascagoula,Pascagoula River at the Barge Landing Boat Ramp off Bobs Lake Road in Vancleave,Jackson,MS,21CVPC06,na,na,11/5/2021,,,,,,"K.R. Piller, T. Dodson, B. Maldonado, S.J. Johnson",SELU,,C_ven_1219,na,
PC07,C_venusta,cercostigma,Eastern_Gulf,Pearl_Pascagoula,na,na,tissue,30.520024,-88.681494,Pascagoula_river,Pascagoula,Pascagoula River at the Barge Landing Boat Ramp off Bobs Lake Road in Vancleave,Jackson,MS,21CVPC07,na,na,11/5/2021,,,,,,"K.R. Piller, T. Dodson, B. Maldonado, S.J. Johnson",SELU,,C_ven_1220,na,
PC08,C_venusta,cercostigma,Eastern_Gulf,Pearl_Pascagoula,na,na,tissue,30.520024,-88.681494,Pascagoula_river,Pascagoula,Pascagoula River at the Barge Landing Boat Ramp off Bobs Lake Road in Vancleave,Jackson,MS,21CVPC08,na,na,11/5/2021,,,,,,"K.R. Piller, T. Dodson, B. Maldonado, S.J. Johnson",SELU,,C_ven_1221,na,
PC09,C_venusta,cercostigma,Eastern_Gulf,Pearl_Pascagoula,na,na,tissue,30.520024,-88.681494,Pascagoula_river,Pascagoula,Pascagoula River at the Barge Landing Boat Ramp off Bobs Lake Road in Vancleave,Jackson,MS,21CVPC09,na,na,11/5/2021,,,,,,"K.R. Piller, T. Dodson, B. Maldonado, S.J. Johnson",SELU,,C_ven_1222,na,
PC10,C_venusta,cercostigma,Eastern_Gulf,Pearl_Pascagoula,na,na,tissue,30.520024,-88.681494,Pascagoula_river,Pascagoula,Pascagoula River at the Barge Landing Boat Ramp off Bobs Lake Road in Vancleave,Jackson,MS,21CVPC10,na,na,11/5/2021,,,,,,"K.R. Piller, T. Dodson, B. Maldonado, S.J. Johnson",SELU,,C_ven_1223,na,
WF01,C_venusta,cercostigma,Eastern_Gulf,Pearl_Pascagoula,na,na,tissue,30.479658,-89.258898,Wolf_river,Wolf_river,"Tributary of Wolf River, crossing at Wolf River Road, 5 miles east of Lyman",Harrison,MS,21CVWF01,na,na,11/5/2021,,,,,,"K.R. Piller, T. Dodson, B. Maldonado, S.J. Johnson",SELU,,C_ven_1224,na,
WF02,C_venusta,cercostigma,Eastern_Gulf,Pearl_Pascagoula,na,na,tissue,30.479658,-89.258898,Wolf_river,Wolf_river,"Tributary of Wolf River, crossing at Wolf River Road, 5 miles east of Lyman",Harrison,MS,21CVWF02,na,na,11/5/2021,,,,,,"K.R. Piller, T. Dodson, B. Maldonado, S.J. Johnson",SELU,,C_ven_1225,na,
WF03,C_venusta,cercostigma,Eastern_Gulf,Pearl_Pascagoula,na,na,tissue,30.479658,-89.258898,Wolf_river,Wolf_river,"Tributary of Wolf River, crossing at Wolf River Road, 5 miles east of Lyman",Harrison,MS,21CVWF03,na,na,11/5/2021,,,,,,"K.R. Piller, T. Dodson, B. Maldonado, S.J. Johnson",SELU,,C_ven_1226,na,
WF04,C_venusta,cercostigma,Eastern_Gulf,Pearl_Pascagoula,na,na,tissue,30.479658,-89.258898,Wolf_river,Wolf_river,"Tributary of Wolf River, crossing at Wolf River Road, 5 miles east of Lyman",Harrison,MS,21CVWF04,na,na,11/5/2021,,,,,,"K.R. Piller, T. Dodson, B. Maldonado, S.J. Johnson",SELU,,C_ven_1227,na,
WF05,C_venusta,cercostigma,Eastern_Gulf,Pearl_Pascagoula,na,na,tissue,30.479658,-89.258898,Wolf_river,Wolf_river,"Tributary of Wolf River, crossing at Wolf River Road, 5 miles east of Lyman",Harrison,MS,21CVWF05,na,na,11/5/2021,,,,,,"K.R. Piller, T. Dodson, B. Maldonado, S.J. Johnson",SELU,,C_ven_1228,na,
WF06,C_venusta,cercostigma,Eastern_Gulf,Pearl_Pascagoula,na,na,tissue,30.479658,-89.258898,Wolf_river,Wolf_river,"Tributary of Wolf River, crossing at Wolf River Road, 5 miles east of Lyman",Harrison,MS,21CVWF06,na,na,11/5/2021,,,,,,"K.R. Piller, T. Dodson, B. Maldonado, S.J. Johnson",SELU,,C_ven_1229,na,
WF07,C_venusta,cercostigma,Eastern_Gulf,Pearl_Pascagoula,na,na,tissue,30.479658,-89.258898,Wolf_river,Wolf_river,"Tributary of Wolf River, crossing at Wolf River Road, 5 miles east of Lyman",Harrison,MS,21CVWF07,na,na,11/5/2021,,,,,,"K.R. Piller, T. Dodson, B. Maldonado, S.J. Johnson",SELU,,C_ven_1230,na,
WF08,C_venusta,cercostigma,Eastern_Gulf,Pearl_Pascagoula,na,na,tissue,30.479658,-89.258898,Wolf_river,Wolf_river,"Tributary of Wolf River, crossing at Wolf River Road, 5 miles east of Lyman",Harrison,MS,21CVWF08,na,na,11/5/2021,,,,,,"K.R. Piller, T. Dodson, B. Maldonado, S.J. Johnson",SELU,,C_ven_1231,na,
WF09,C_venusta,cercostigma,Eastern_Gulf,Pearl_Pascagoula,na,na,tissue,30.479658,-89.258898,Wolf_river,Wolf_river,"Tributary of Wolf River, crossing at Wolf River Road, 5 miles east of Lyman",Harrison,MS,21CVWF09,na,na,11/5/2021,,,,,,"K.R. Piller, T. Dodson, B. Maldonado, S.J. Johnson",SELU,,C_ven_1232,na,
WF10,C_venusta,cercostigma,Eastern_Gulf,Pearl_Pascagoula,na,na,tissue,30.479658,-89.258898,Wolf_river,Wolf_river,"Tributary of Wolf River, crossing at Wolf River Road, 5 miles east of Lyman",Harrison,MS,21CVWF10,na,na,11/5/2021,,,,,,"K.R. Piller, T. Dodson, B. Maldonado, S.J. Johnson",SELU,,C_ven_1233,na,
AL03,C_venusta,cercostigma_stigmatura,Eastern_Gulf_Stigmatura,Mobile,na,na,tissue,31.298611,-87.710278,Little_River_creek,Alabama,"Little River Creek crossing at hwy 59, 2km west of Georgetown",Mobile,AL,21CVAL03,na,302,11/17/2021,11/23/2021,,,,,"K.R. Piller, T. Dodson, S.J. Johnson, C. Leow, E. Marchio, A. Sherman",SELU,,C_ven_1234,na,
AL04,C_venusta,cercostigma_stigmatura,Eastern_Gulf_Stigmatura,Mobile,na,na,tissue,31.298611,-87.710278,Little_River_creek,Alabama,"Little River Creek crossing at hwy 59, 2km west of Georgetown",Mobile,AL,21CVAL04,na,304,11/17/2021,11/23/2021,,,,,"K.R. Piller, T. Dodson, S.J. Johnson, C. Leow, E. Marchio, A. Sherman",SELU,,C_ven_1235,na,
AL05,C_venusta,cercostigma_stigmatura,Eastern_Gulf_Stigmatura,Mobile,na,na,tissue,31.298611,-87.710278,Little_River_creek,Alabama,"Little River Creek crossing at hwy 59, 2km west of Georgetown",Mobile,AL,21CVAL05,na,303,11/17/2021,11/23/2021,,,,,"K.R. Piller, T. Dodson, S.J. Johnson, C. Leow, E. Marchio, A. Sherman",SELU,,C_ven_1236,na,
AL06,C_venusta,cercostigma_stigmatura,Eastern_Gulf_Stigmatura,Mobile,na,na,tissue,31.298611,-87.710278,Little_River_creek,Alabama,"Little River Creek crossing at hwy 59, 2km west of Georgetown",Mobile,AL,21CVAL06,na,305,11/17/2021,11/23/2021,,,,,"K.R. Piller, T. Dodson, S.J. Johnson, C. Leow, E. Marchio, A. Sherman",SELU,,C_ven_1237,na,
AL07,C_venusta,cercostigma_stigmatura,Eastern_Gulf_Stigmatura,Mobile,na,na,tissue,31.298611,-87.710278,Little_River_creek,Alabama,"Little River Creek crossing at hwy 59, 2km west of Georgetown",Mobile,AL,21CVAL07,na,306,11/17/2021,11/23/2021,,,,,"K.R. Piller, T. Dodson, S.J. Johnson, C. Leow, E. Marchio, A. Sherman",SELU,,C_ven_1238,na,
AL08,C_venusta,cercostigma_stigmatura,Eastern_Gulf_Stigmatura,Mobile,na,na,tissue,31.298611,-87.710278,Little_River_creek,Alabama,"Little River Creek crossing at hwy 59, 2km west of Georgetown",Mobile,AL,21CVAL08,na,307,11/17/2021,11/23/2021,,,,,"K.R. Piller, T. Dodson, S.J. Johnson, C. Leow, E. Marchio, A. Sherman",SELU,,C_ven_1239,na,
AL09,C_venusta,cercostigma_stigmatura,Eastern_Gulf_Stigmatura,Mobile,na,na,tissue,31.298611,-87.710278,Little_River_creek,Alabama,"Little River Creek crossing at hwy 59, 2km west of Georgetown",Mobile,AL,21CVAL09,na,308,11/17/2021,11/23/2021,,,,,"K.R. Piller, T. Dodson, S.J. Johnson, C. Leow, E. Marchio, A. Sherman",SELU,,C_ven_1240,na,
AL10,C_venusta,cercostigma_stigmatura,Eastern_Gulf_Stigmatura,Mobile,na,na,tissue,31.298611,-87.710278,Little_River_creek,Alabama,"Little River Creek crossing at hwy 59, 2km west of Georgetown",Mobile,AL,21CVAL10,na,309,11/17/2021,11/23/2021,,,,,"K.R. Piller, T. Dodson, S.J. Johnson, C. Leow, E. Marchio, A. Sherman",SELU,,C_ven_1241,na,
AL11,C_venusta,cercostigma_stigmatura,Eastern_Gulf_Stigmatura,Mobile,na,na,tissue,31.298611,-87.710278,Little_River_creek,Alabama,"Little River Creek crossing at hwy 59, 2km west of Georgetown",Mobile,AL,21CVAL11,na,310,11/17/2021,11/23/2021,,,,,"K.R. Piller, T. Dodson, S.J. Johnson, C. Leow, E. Marchio, A. Sherman",SELU,,C_ven_1242,na,
AL12,C_venusta,cercostigma_stigmatura,Eastern_Gulf_Stigmatura,Mobile,na,na,tissue,31.298611,-87.710278,Little_River_creek,Alabama,"Little River Creek crossing at hwy 59, 2km west of Georgetown",Mobile,AL,21CVAL12,na,311,11/17/2021,11/23/2021,,,,,"K.R. Piller, T. Dodson, S.J. Johnson, C. Leow, E. Marchio, A. Sherman",SELU,,C_ven_1243,na,
